suite,problem,maximize,objective,feasible,proven,elapsedMs,budgetMs,format,structure,numGlobal,numLinear,boolHeavy
smtlib-qf_lia,2019-cmodelsdiff/labyrinth/0238-labyrinth-22-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/mutualExclusion/mutex0,false,,true,true,24,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/mutualExclusion/mutex1,false,,true,true,88,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/mutualExclusion/mutex2,false,,true,true,29,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/mutualExclusion/mutex3,false,,true,true,113,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/mutualExclusion/mutex4,false,,true,true,1859,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b1.lp,false,,true,true,188,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b10.lp,false,,true,true,279,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b11.lp,false,,true,true,1407,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b12.lp,false,,true,true,282,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b13.lp,false,,true,true,385,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b14.lp,false,,true,true,269,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b15.lp,false,,true,true,455,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b16.lp,false,,true,true,680,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b17.lp,false,,true,true,201,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b18.lp,false,,true,true,209,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b19.lp,false,,true,true,698,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b2.lp,false,,true,true,575,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b20.lp,false,,true,true,229,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b3.lp,false,,true,true,154,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b4.lp,false,,true,true,273,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b5.lp,false,,true,true,537,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b6.lp,false,,true,true,114,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b7.lp,false,,true,true,135,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b8.lp,false,,true,true,179,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/randomNontight/n40-sat-b9.lp,false,,true,true,330,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0001-still_live-6-1,false,,true,true,162,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0002-still_live-7-1,false,,true,true,300,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0003-still_live-8-1,false,,true,true,397,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0004-still_live-9-1,false,,true,true,599,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0005-still_live-10-1,false,,true,true,799,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0006-still_live-11-1,false,,true,true,1043,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0007-still_live-12-1,false,,true,true,1467,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0008-still_live-13-1,false,,true,true,1666,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0009-still_live-14-1,false,,true,true,2277,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0010-still_live-15-1,false,,true,true,2789,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0011-still_live-16-1,false,,true,true,3395,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0012-still_live-17-1,false,,true,true,4001,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0013-still_live-18-1,false,,true,true,4784,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0014-still_live-19-1,false,,true,true,5794,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0015-still_live-20-1,false,,true,true,6960,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0016-still_live-21-1,false,,true,true,7612,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0017-still_live-22-1,false,,true,true,8825,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0018-still_live-23-1,false,,true,true,10040,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0019-still_live-24-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0020-still_live-25-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0021-still_live-26-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0022-still_live-27-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0023-still_live-28-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0024-still_live-29-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0025-still_live-30-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/stillLive/0026-still_live-31-1,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/fig9,false,,false,true,298,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/p15,false,,false,true,3037,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/p20,false,,false,true,4045,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/p25,false,,false,true,4622,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/p7,false,,false,true,460,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/wire.10.x.10.b.5.a.20_unsat.data,false,,false,true,3137,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/wire.10.x.10.b.5.a.25_sat.data,false,,true,true,9488,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/wire.10.x.10.b.5.a.35_sat.data,false,,true,true,1970,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/wire.12.x.12.b.5.a.15_unsat.data,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-cmodelsdiff/wireRouting/wire.12.x.12.b.5.a.20_unsat.data,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0003-labyrinth-11-0,false,,true,true,7172,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0011-labyrinth-12-0,false,,true,true,5196,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0018-labyrinth-11-0,false,,true,true,4209,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0028-labyrinth-12-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0036-labyrinth-17-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0043-labyrinth-13-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0051-labyrinth-12-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0059-labyrinth-13-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0067-labyrinth-18-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0075-labyrinth-13-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0084-labyrinth-17-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0092-labyrinth-17-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0100-labyrinth-17-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0110-labyrinth-16-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0132-labyrinth-12-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0143-labyrinth-14-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0150-labyrinth-16-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0159-labyrinth-20-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0165-labyrinth-13-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0175-labyrinth-15-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0198-labyrinth-19-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/Labyrinth/SCC/0206-labyrinth-20-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/064-incremental_scheduling-15092-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/090-incremental_scheduling-15444-0,false,,false,true,50,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/099-incremental_scheduling-15631-0,false,,false,true,151,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/102-incremental_scheduling-18468-0,false,,false,true,164,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/105-incremental_scheduling-17280-0,false,,true,true,196,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/115-incremental_scheduling-17280-0,false,,true,true,870,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/135-incremental_scheduling-17280-0,false,,true,true,242,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/138-incremental_scheduling-17280-0,false,,true,true,815,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/140-incremental_scheduling-18576-0,false,,true,true,9758,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/141-incremental_scheduling-17280-0,false,,true,true,312,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/153-incremental_scheduling-17280-0,false,,true,true,100,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/165-incremental_scheduling-18180-0,false,,false,true,324,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/170-incremental_scheduling-18108-0,false,,false,true,123,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/182-incremental_scheduling-17280-0,false,,true,true,414,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/214-incremental_scheduling-27000-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/219-incremental_scheduling-28080-0,false,,true,true,1044,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/241-incremental_scheduling-28320-0,false,,false,true,164,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/251-incremental_scheduling-40518-0,false,,false,true,208,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/258-incremental_scheduling-40698-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/264-incremental_scheduling-40968-0,false,,false,true,149,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/289-incremental_scheduling-38880-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/295-incremental_scheduling-40626-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/298-incremental_scheduling-40824-0,false,,false,true,178,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/305-incremental_scheduling-50100-0,false,,false,true,197,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/329-incremental_scheduling-50260-0,false,,false,true,158,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/332-incremental_scheduling-50480-0,false,,false,true,115,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/359-incremental_scheduling-75000-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/360-incremental_scheduling-75000-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/379-incremental_scheduling-78325-0,false,,false,true,185,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/incrementalScheduling/383-incremental_scheduling-75000-0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/routingMax/SCC/p50.56,false,,,false,10000,10000,,,,,
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d100.1,false,,true,true,66,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d110.6,false,,true,true,86,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d120.7,false,,true,true,58,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d130.1,false,,true,true,54,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d40.5,false,,true,true,80,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d50.9,false,,true,true,80,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d60.2,false,,true,true,106,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d70.3,false,,true,true,67,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d80.3,false,,true,true,118,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/routingMin/SCC/d90.7,false,,true,true,90,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/dom_rand_70_300_1155482584_3.lp,false,,true,true,349,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_0.lp,false,,true,true,485,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_11.lp,false,,true,true,1400,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_12.lp,false,,true,true,272,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_14.lp,false,,true,true,288,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_3.lp,false,,true,true,1412,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_4.lp,false,,true,true,577,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_5.lp,false,,true,true,565,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_7.lp,false,,true,true,516,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_8.lp,false,,true,true,663,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_9.lp,false,,true,true,1474,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_0.lp,false,,true,true,800,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_10.lp,false,,true,true,2081,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_11.lp,false,,true,true,754,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_13.lp,false,,true,true,717,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_15.lp,false,,true,true,541,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_16.lp,false,,true,true,1610,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_17.lp,false,,true,true,487,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_18.lp,false,,true,true,550,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_4.lp,false,,true,true,1475,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_6.lp,false,,true,true,2707,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_0.lp,false,,true,true,478,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_11.lp,false,,true,true,1297,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_12.lp,false,,true,true,990,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_14.lp,false,,true,true,418,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_4.lp,false,,true,true,399,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_5.lp,false,,true,true,394,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_7.lp,false,,true,true,364,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_8.lp,false,,true,true,515,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_9.lp,false,,true,true,441,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/01-treeWeight-495-8leaves,false,,true,true,989,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/02-treeWeight-570-8leaves,false,,true,true,293,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/03-treeWeight-679-8leaves,false,,true,true,1043,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/04-treeWeight-560-8leaves,false,,true,true,412,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/05-treeWeight-497-8leaves,false,,true,true,1339,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/06-treeWeight-739-8leaves,false,,true,true,270,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/07-treeWeight-569-8leaves,false,,true,true,2001,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/08-treeWeight-591-8leaves,false,,true,true,603,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/09-treeWeight-729-8leaves,false,,true,true,1913,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/10-treeWeight-445-8leaves,false,,true,true,2922,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/11-treeWeight-302-8leaves,false,,true,true,269,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/12-treeWeight-651-8leaves,false,,true,true,183,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/13-treeWeight-513-8leaves,false,,true,true,1181,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/14-treeWeight-537-8leaves,false,,true,true,1233,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/15-treeWeight-228-8leaves,false,,true,true,425,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/16-treeWeight-281-8leaves,false,,true,true,1746,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/17-treeWeight-351-8leaves,false,,true,true,70,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/18-treeWeight-375-8leaves,false,,true,true,69,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/19-treeWeight-772-8leaves,false,,true,true,126,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/20-treeWeight-544-8leaves,false,,true,true,153,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/21-treeWeight-714-8leaves,false,,true,true,846,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/22-treeWeight-641-8leaves,false,,true,true,115,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/23-treeWeight-542-8leaves,false,,true,true,310,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/24-treeWeight-533-8leaves,false,,true,true,1220,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/25-treeWeight-539-8leaves,false,,true,true,329,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/26-treeWeight-528-8leaves,false,,true,true,425,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/27-treeWeight-542-8leaves,false,,true,true,963,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/28-treeWeight-411-8leaves,false,,true,true,261,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/29-treeWeight-431-8leaves,false,,true,true,176,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,2019-ezsmt/weightedSequence/30-treeWeight-486-8leaves,false,,true,true,357,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/03_incdec-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/04_incdec_cas-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/25_stack-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/26_stack_cas-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/29_conditionals_vs-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/30_Function_Pointer3_vs-O0,false,,false,true,2204,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/32_pthread5_vs-O0,false,,false,true,1854,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/35_double_lock_p3_vs-O0,false,,false,true,8163,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/38_rand_cas_vs_concur-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/39_rand_lock_p0_vs-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/42_FreeBSD_rdma_addr_sliced-O0,false,,false,true,9432,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/43_NetBSD_sysmon_power_sliced-O0,false,,,false,10000,10000,,,,,
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/44_Solaris_space_map_sliced-O0,false,,false,true,5541,10000,smtlib,arithmetic,0,0,false
smtlib-qf_lia,20210219-Dartagnan/ConcurrencySafety-Main/45_monabsex1_vs-O0,false,,false,true,482,10000,smtlib,arithmetic,0,0,false
