suite,problem,maximize,objective,feasible,proven,elapsedMs,solver,budgetMs,format,structure,numGlobal,numLinear,boolHeavy
minizinc-benchmarks,2DBinPacking/class_5/Class5_100_9,false,30.0,true,false,3675,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_1,false,8.0,true,true,47,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_10,false,8.0,true,true,54,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_2,false,5.0,true,true,229,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_3,false,7.0,true,true,160,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_4,false,5.0,true,true,301,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_5,false,6.0,true,true,89,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_6,false,9.0,true,true,49,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_7,false,6.0,true,true,93,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_8,false,6.0,true,true,73,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_20_9,false,7.0,true,true,63,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_1,false,9.0,true,true,1941,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_10,false,11.0,true,true,439,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_2,false,11.0,true,true,1389,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_3,false,15.0,true,true,409,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_4,false,13.0,true,true,478,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_5,false,14.0,true,true,192,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_6,false,12.0,true,true,545,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_7,false,11.0,true,true,1799,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_8,false,17.0,true,true,151,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_40_9,false,10.0,true,true,3119,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_1,false,21.0,true,true,1948,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_10,false,24.0,true,true,2254,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_2,false,17.0,true,true,2250,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_3,false,19.0,true,true,1768,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_4,false,20.0,true,true,1628,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_5,false,16.0,true,true,4532,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_6,false,17.0,true,false,1121,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_7,false,14.0,true,true,2804,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_8,false,19.0,true,true,2123,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_60_9,false,17.0,true,true,2386,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_1,false,23.0,true,true,4442,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_10,false,25.0,true,false,2460,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_2,false,24.0,true,false,1852,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_3,false,25.0,true,true,4590,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_4,false,25.0,true,true,5197,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_5,false,24.0,true,true,4916,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_6,false,26.0,true,true,3740,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_7,false,27.0,true,true,3551,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_8,false,27.0,true,true,3746,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_5/Class5_80_9,false,28.0,true,false,1895,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_1,false,4.0,true,false,5528,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_10,false,5.0,true,false,5675,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_2,false,4.0,true,false,5291,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_3,false,4.0,true,false,5203,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_4,false,4.0,true,false,4659,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_5,false,4.0,true,false,6519,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_6,false,4.0,true,false,6899,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_7,false,4.0,true,false,6124,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_8,false,5.0,true,false,6765,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_100_9,false,4.0,true,false,5209,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_1,false,1.0,true,true,104,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_10,false,1.0,true,true,98,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_2,false,1.0,true,true,62,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_3,false,1.0,true,true,105,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_4,false,1.0,true,true,83,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_5,false,1.0,true,true,76,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_6,false,1.0,true,true,90,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_7,false,1.0,true,true,70,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_8,false,1.0,true,true,75,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_20_9,false,1.0,true,true,125,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_1,false,1.0,true,true,689,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_10,false,2.0,true,true,351,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_2,false,2.0,true,true,364,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_3,false,2.0,true,true,293,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_4,false,2.0,true,true,488,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_5,false,2.0,true,true,579,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_6,false,2.0,true,true,406,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_7,false,2.0,true,true,368,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_8,false,2.0,true,true,283,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_40_9,false,2.0,true,true,425,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_1,false,3.0,true,true,6947,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_10,false,3.0,true,true,1628,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_2,false,2.0,true,true,1920,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_3,false,2.0,true,true,2984,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_4,false,2.0,true,true,2216,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_5,false,2.0,true,true,1520,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_6,false,2.0,true,true,2004,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_7,false,2.0,true,true,1612,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_8,false,3.0,true,false,1353,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_60_9,false,2.0,true,true,1787,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_1,false,3.0,true,true,4273,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_10,false,3.0,true,true,5714,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_2,false,3.0,true,true,2975,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_3,false,3.0,true,true,4295,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_4,false,3.0,true,true,4328,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_5,false,3.0,true,true,3053,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_6,false,4.0,true,false,3251,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_7,false,4.0,true,false,3331,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_8,false,4.0,true,false,2616,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_6/Class6_80_9,false,4.0,true,false,2663,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_1,false,29.0,true,false,2998,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_10,false,34.0,true,false,3844,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_2,false,31.0,true,false,3703,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_3,false,29.0,true,false,4021,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_4,false,31.0,true,false,3764,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_5,false,30.0,true,false,4147,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_6,false,34.0,true,false,3807,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_7,false,31.0,true,false,3968,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_8,false,32.0,true,false,3719,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_100_9,false,30.0,true,false,4001,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_1,false,6.0,true,true,85,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_10,false,5.0,true,true,90,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_2,false,5.0,true,true,59,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_3,false,5.0,true,true,117,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_4,false,7.0,true,true,108,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_5,false,6.0,true,true,43,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_6,false,6.0,true,true,238,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_7,false,4.0,true,true,244,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_8,false,7.0,true,true,42,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_20_9,false,6.0,true,true,249,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_1,false,10.0,true,true,3623,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_10,false,13.0,true,true,1486,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_2,false,13.0,true,true,1333,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_3,false,10.0,true,true,1324,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_4,false,14.0,true,true,1391,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_5,false,10.0,true,true,754,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_6,false,12.0,true,true,1201,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_7,false,12.0,true,true,1017,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_8,false,12.0,true,true,821,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_40_9,false,9.0,true,true,439,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_1,false,18.0,true,true,3120,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_10,false,20.0,true,false,934,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_2,false,14.0,true,true,3084,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_3,false,18.0,true,false,968,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_4,false,16.0,true,true,4030,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_5,false,15.0,true,true,6861,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_6,false,15.0,true,true,3227,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_7,false,15.0,true,true,4646,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_8,false,18.0,true,true,2447,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_60_9,false,15.0,true,true,7311,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_1,false,22.0,true,true,8184,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_10,false,25.0,true,false,1890,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_2,false,26.0,true,false,2002,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_3,false,22.0,true,false,2147,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_4,false,22.0,true,true,5895,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_5,false,24.0,true,true,4342,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_6,false,24.0,true,false,2141,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_7,false,25.0,true,true,9223,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_8,false,23.0,true,true,4145,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_7/Class7_80_9,false,24.0,true,true,4183,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_1,false,27.0,true,true,4932,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_10,false,34.0,true,false,3449,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_2,false,28.0,true,false,3313,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_3,false,25.0,true,false,3703,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_4,false,32.0,true,false,3270,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_5,false,31.0,true,false,3200,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_6,false,28.0,true,false,3747,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_7,false,29.0,true,false,3328,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_8,false,31.0,true,false,3077,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_100_9,false,29.0,true,false,3616,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_1,false,6.0,true,true,81,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_10,false,5.0,true,true,98,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_2,false,7.0,true,true,55,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_3,false,6.0,true,true,215,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_4,false,7.0,true,true,25,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_5,false,6.0,true,true,43,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_6,false,6.0,true,true,77,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_7,false,5.0,true,true,44,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_8,false,6.0,true,true,45,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_20_9,false,7.0,true,true,54,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_1,false,12.0,true,true,1865,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_10,false,13.0,true,true,1119,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_2,false,14.0,true,false,450,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_3,false,11.0,true,true,379,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_4,false,13.0,true,true,348,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_5,false,9.0,true,true,604,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_6,false,12.0,true,true,1767,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_7,false,12.0,true,true,344,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_8,false,11.0,true,true,440,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_40_9,false,9.0,true,true,3401,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_1,false,18.0,true,true,1553,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_10,false,19.0,true,false,996,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_2,false,17.0,true,true,1234,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_3,false,17.0,true,true,1429,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_4,false,16.0,true,true,1673,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_5,false,14.0,true,true,1765,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_6,false,16.0,true,false,1027,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_7,false,14.0,true,true,2307,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_8,false,18.0,true,true,1919,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_60_9,false,17.0,true,true,1077,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_1,false,23.0,true,false,1922,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_10,false,25.0,true,true,7129,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_2,false,24.0,true,true,8680,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_3,false,21.0,true,true,7075,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_4,false,21.0,true,false,1976,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_5,false,27.0,true,false,1818,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_6,false,23.0,true,false,2131,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_7,false,22.0,true,true,7231,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_8,false,23.0,true,false,2159,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_8/Class8_80_9,false,22.0,true,true,6561,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_1,false,71.0,true,true,3065,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_10,false,72.0,true,true,2661,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_2,false,64.0,true,true,4211,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_3,false,68.0,true,true,2042,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_4,false,78.0,true,true,3477,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_5,false,65.0,true,true,3755,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_6,false,71.0,true,true,2493,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_7,false,66.0,true,true,1698,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_8,false,74.0,true,true,2489,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_100_9,false,66.0,true,true,4396,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_1,false,19.0,true,true,4,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_10,false,13.0,true,true,11,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_2,false,13.0,true,true,6,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_3,false,14.0,true,true,3,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_4,false,16.0,true,true,5,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_5,false,16.0,true,true,6,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_6,false,14.0,true,true,4,cp-sat,10000,minizinc,linear,0,6,false
minizinc-benchmarks,2DBinPacking/class_9/Class9_20_7,false,9.0,true,true,23,cp-sat,10000,minizinc,linear,0,6,false
